,tconst,title,runtime_minutes,genres,averagerating,numvotes,release_date,studio,domestic_gross,foreign_gross
8127,tt2077833,Rowdy Rathore,140.0,Action,5.9,18953.0,2012-06-01,UTV,777000.0,28600000
8139,tt2080374,Steve Jobs,122.0,"Biography,Drama",7.2,138668.0,2015-10-09,Uni.,17800000.0,16700000
8173,tt2083355,The Best Man Holiday,123.0,"Comedy,Drama",6.7,13967.0,2013-11-15,Uni.,70500000.0,2300000
8176,tt2083383,Trouble with the Curve,111.0,"Drama,Sport",6.8,56129.0,2012-09-21,WB,35800000.0,13200000
8187,tt2084970,The Imitation Game,114.0,"Biography,Drama,Thriller",8.0,620834.0,2014-12-19,Wein.,91100000.0,142400000
8200,tt2087850,The Players,109.0,Comedy,5.3,7385.0,2014-04-04,Wein.,10900.0,24600000
8250,tt2091256,Captain Underpants: The First Epic Movie,89.0,"Action,Animation,Comedy",6.2,21903.0,2017-06-02,Fox,73900000.0,51600000
8306,tt2094766,Assassin's Creed,115.0,"Action,Adventure,Sci-Fi",5.8,167110.0,2016-12-21,Fox,54600000.0,186300000
8314,tt2094877,Haute Cuisine,95.0,"Biography,Comedy",6.4,5478.0,2013-09-19,Wein.,218000.0,11200000
8323,tt2096672,Dumb and Dumber To,109.0,"Adventure,Comedy",5.6,118646.0,2014-11-14,Uni.,86200000.0,83600000
8324,tt2097298,"McFarland, USA",129.0,"Biography,Drama,Sport",7.4,31735.0,2015-02-20,BV,44500000.0,1200000
8343,tt2101341,Dead Man Down,118.0,"Action,Crime,Drama",6.5,61238.0,2013-03-08,FD,10900000.0,7200000
8348,tt2101441,Spring Breakers,94.0,"Comedy,Crime,Drama",5.3,126504.0,2013-03-15,A24,14100000.0,17600000
8366,tt2103254,Tammy,97.0,"Comedy,Romance",4.9,44345.0,2014-07-03,WB (NL),84500000.0,16000000
8369,tt2103281,Dawn of the Planet of the Apes,130.0,"Action,Adventure,Drama",7.6,390199.0,2014-07-11,Fox,208500000.0,502100000
8417,tt2109184,Paranormal Activity 4,88.0,"Horror,Mystery,Thriller",4.6,58408.0,2012-10-19,Par.,53900000.0,88900000
8418,tt2109248,Transformers: Age of Extinction,165.0,"Action,Adventure,Sci-Fi",5.7,283486.0,2014-06-27,Par.,245400000.0,858600000
8425,tt2112096,Absolutely Fabulous: The Movie,91.0,"Comedy,Crime",5.4,10928.0,2016-07-22,FoxS,4800000.0,33100000
8475,tt2119532,Hacksaw Ridge,139.0,"Biography,Drama,History",8.1,366904.0,2016-11-04,LGF,67200000.0,108100000
8491,tt2121250,Alpha,116.0,Crime,5.5,102.0,2015-01-25,Studio 8,35900000.0,62300000
8530,tt2125435,Beasts of the Southern Wild,93.0,"Adventure,Drama,Fantasy",7.3,77440.0,2012-06-29,FoxS,12800000.0,8300000
8542,tt2125681,Truth or Dare,85.0,"Horror,Romance,Thriller",6.0,14.0,2012-08-06,Uni.,41400000.0,53900000
8569,tt2126355,San Andreas,114.0,"Action,Adventure,Drama",6.1,192750.0,2015-05-29,WB (NL),155200000.0,318800000
8570,tt2126357,Second Act,103.0,"Comedy,Drama,Romance",5.8,13109.0,2018-12-21,STX,39300000.0,33000000
8571,tt2358925,Unfinished Business,91.0,"Comedy,Drama",5.4,29004.0,2015-03-06,Fox,10200000.0,4200000
8598,tt2132285,The Bling Ring,90.0,"Biography,Crime,Drama",5.6,77726.0,2011-09-26,A24,5800000.0,13300000
8602,tt2132374,Life's a Breeze,83.0,"Comedy,Drama",6.3,977.0,2014-06-13,Magn.,3500.0,99700
8648,tt2140373,Saving Mr. Banks,125.0,"Biography,Comedy,Drama",7.5,140678.0,2013-12-20,BV,83300000.0,34600000
8653,tt2140479,The Accountant,128.0,"Action,Crime,Drama",7.3,233022.0,2016-10-14,WB,86300000.0,68900000
8735,tt2159988,The Walk,89.0,"Crime,Thriller",6.8,126.0,2015-10-02,TriS,10100000.0,51000000
8737,tt2160105,I Still See You,98.0,"Fantasy,Thriller",5.7,5010.0,2018-10-12,LGF,1400.0,1500000
8768,tt2408090,Adrift,65.0,Drama,6.0,6.0,2013-07-01,STX,31400000.0,28500000
8791,tt2170439,Horrible Bosses 2,108.0,"Comedy,Crime",6.3,144442.0,2014-11-26,WB,54400000.0,53200000
8793,tt2170593,St. Vincent,102.0,"Comedy,Drama",7.3,89372.0,2014-10-31,Wein.,44100000.0,10700000
8803,tt2172584,Maps to the Stars,111.0,"Comedy,Drama",6.2,35049.0,2015-02-27,FCW,351000.0,988000
8804,tt2172934,3 Days to Kill,117.0,"Action,Drama,Thriller",6.2,81681.0,2014-02-14,Rela.,30700000.0,21900000
8823,tt2176786,For a Woman,110.0,Drama,6.5,648.0,2014-05-02,FM,32299.0,1200000
8827,tt2177771,The Monuments Men,118.0,"Comedy,Drama,History",6.1,117638.0,2014-02-07,Sony,78000000.0,77000000
8843,tt2179136,American Sniper,133.0,"Action,Biography,Drama",7.3,401915.0,2014-12-25,WB,350100000.0,197300000
8858,tt2180411,Into the Woods,125.0,"Adventure,Comedy,Drama",6.0,123577.0,2014-12-25,BV,128000000.0,85100000
8867,tt4170206,Red,107.0,Drama,8.4,8.0,2014-01-01,Sum.,90400000.0,108600000
8882,tt2183034,Earth to Echo,91.0,"Adventure,Family,Sci-Fi",5.8,17627.0,2014-07-02,Rela.,38900000.0,6400000
8888,tt2184339,The Purge,85.0,"Horror,Thriller",5.7,183549.0,2013-06-06,Uni.,64500000.0,24900000
8949,tt2191701,Grown Ups 2,101.0,Comedy,5.4,128500.0,2013-07-12,Sony,133699999.0,113300000
8967,tt2193215,The Counselor,117.0,"Crime,Drama,Thriller",5.3,92096.0,2013-10-25,Fox,17000000.0,54000000
8975,tt2194499,About Time,123.0,"Comedy,Drama,Fantasy",7.8,263136.0,2013-11-08,Uni.,15300000.0,71800000
9001,tt2199571,Run All Night,114.0,"Action,Drama,Thriller",6.6,94131.0,2015-03-13,WB,26500000.0,45200000
9013,tt2202408,Transcendence,98.0,Drama,6.1,22.0,2012-06-09,WB,23000000.0,80000000
9022,tt2203939,The Other Woman,109.0,"Comedy,Romance",6.0,122889.0,2011-02-04,IFC,25400.0,427000
9038,tt2209418,Before Midnight,109.0,"Drama,Romance",7.9,123107.0,2013-06-14,SPC,8100000.0,3100000
9080,tt2215221,The Nun,112.0,Drama,6.5,1401.0,2013-12-03,WB (NL),117500000.0,248100000
9095,tt2215719,Katy Perry: Part of Me,93.0,"Documentary,Music",5.9,13034.0,2012-07-05,Par.,25300000.0,7400000
9138,tt2223990,Draft Day,110.0,"Drama,Sport",6.8,48812.0,2014-04-11,LG/S,28800000.0,620000
9159,tt2226597,The Mountain Between Us,112.0,"Action,Adventure,Drama",6.4,57033.0,2017-10-06,Fox,30300000.0,32500000
9169,tt2229499,Don Jon,90.0,"Comedy,Drama,Romance",6.6,216350.0,2013-09-27,Rela.,24500000.0,6000000
9205,tt2233624,Kin,45.0,"Drama,Music",8.6,46.0,2018-08-31,LGF,5700000.0,4300000
9208,tt2234003,Calvary,102.0,Drama,7.4,52266.0,2014-08-01,FoxS,3600000.0,13300000
9212,tt2234155,The Internship,119.0,Comedy,6.3,179817.0,2013-06-07,Fox,44700000.0,48800000
9213,tt2234261,The Love Punch,94.0,Comedy,5.7,11848.0,2013-09-12,KE,267000.0,4500000
9265,tt2239822,Valerian and the City of a Thousand Planets,137.0,"Action,Adventure,Fantasy",6.5,139792.0,2017-07-21,STX,41200000.0,184700000
9267,tt2239832,Think Like a Man Too,106.0,"Comedy,Romance",5.8,18533.0,2014-06-20,SGem,65200000.0,5000000
9274,tt2241351,Money Monster,98.0,"Crime,Drama,Thriller",6.5,86607.0,2016-05-13,TriS,41000000.0,52300000
9293,tt2243537,A Haunted House,86.0,"Comedy,Fantasy",5.1,40308.0,2013-01-11,ORF,40000000.0,20100000
9301,tt2244901,I Give It a Year,97.0,"Comedy,Romance",5.7,34091.0,2013-02-10,Magn.,34700.0,28200000
9304,tt2245084,Big Hero 6,102.0,"Action,Adventure,Animation",7.8,371204.0,2014-11-07,BV,222500000.0,435300000
9314,tt2245970,Wildlife,115.0,Drama,6.8,12.0,2018-10-19,IFC,1100000.0,2000000
9355,tt2250912,Spider-Man: Homecoming,133.0,"Action,Adventure,Sci-Fi",7.5,426302.0,2017-07-07,Sony,334200000.0,546000000
9386,tt2258345,Fading Gigolo,90.0,Comedy,6.2,22473.0,2014-04-18,MNE,3800000.0,9600000
9414,tt2262282,The Founder,108.0,"Comedy,Sci-Fi",5.9,33.0,2017-01-20,Wein.,12800000.0,11300000
9430,tt2263944,Dragon Ball Z: Battle of Gods,85.0,"Action,Adventure,Animation",7.2,24180.0,2014-08-05,SV,2600000.0,47800000
9451,tt2267968,Kung Fu Panda 3,95.0,"Action,Adventure,Animation",7.1,116166.0,2016-01-29,Fox,143500000.0,377600000
9452,tt2267998,Gone Girl,149.0,"Drama,Mystery,Thriller",8.1,761592.0,2014-10-03,Fox,167800000.0,201600000
9453,tt2268016,Magic Mike XXL,115.0,"Comedy,Drama,Music",5.6,48497.0,2015-07-01,WB,66000000.0,56500000
9528,tt2277860,Finding Dory,97.0,"Adventure,Animation,Comedy",7.3,213542.0,2016-06-17,BV,486300000.0,542300000
9530,tt2278388,The Grand Budapest Hotel,99.0,"Adventure,Comedy,Crime",8.1,633604.0,2014-03-07,FoxS,59300000.0,115500000
9532,tt2278871,Blue Is the Warmest Color,180.0,"Drama,Romance",7.8,124409.0,2013-10-25,IFC,2200000.0,5200000
9539,tt2279339,Love the Coopers,107.0,"Comedy,Fantasy,Romance",5.8,18018.0,2015-11-13,LGF,26300000.0,16100000
9540,tt2279373,The SpongeBob Movie: Sponge Out of Water,92.0,"Adventure,Animation,Comedy",6.0,43560.0,2015-02-06,Par.,163000000.0,162200000
9553,tt2281587,Muppets Most Wanted,107.0,"Adventure,Comedy,Crime",6.4,29018.0,2014-03-21,BV,51200000.0,29200000
9558,tt2283362,Jumanji: Welcome to the Jungle,119.0,"Action,Adventure,Comedy",7.0,242735.0,2017-12-20,Sony,404500000.0,557600000
9614,tt2293640,Minions,91.0,"Adventure,Animation,Comedy",6.4,193917.0,2015-07-10,Uni.,336000000.0,823400000
9615,tt2294449,22 Jump Street,112.0,"Action,Comedy,Crime",7.0,319504.0,2014-06-13,Sony,191700000.0,139600000
9635,tt2296404,Tai Chi Hero,100.0,"Action,Adventure",6.2,3110.0,2013-04-30,WGUSA,35100.0,347000
9640,tt2296777,Sherlock Gnomes,86.0,"Adventure,Animation,Comedy",5.1,8030.0,2018-03-23,Par.,43200000.0,47100000
9660,tt2299842,Pieta,104.0,"Crime,Drama",7.2,11521.0,2013-05-17,Drft.,22100.0,3600000
9674,tt2302755,Olympus Has Fallen,119.0,"Action,Thriller",6.5,235443.0,2013-03-22,FD,98900000.0,71300000
9683,tt2304771,Mandela: Long Walk to Freedom,141.0,"Biography,Drama,History",7.1,25027.0,2013-12-25,Wein.,8300000.0,19000000
9688,tt2304933,The 5th Wave,112.0,"Action,Adventure,Drama",5.2,90788.0,2016-01-15,Sony,34900000.0,75000000
9723,tt2309260,The Gallows,81.0,"Horror,Mystery,Thriller",4.2,17763.0,2015-07-10,WB (NL),22800000.0,20200000
9734,tt2310332,The Hobbit: The Battle of the Five Armies,144.0,"Adventure,Fantasy",7.4,438621.0,2014-12-17,WB (NL),255100000.0,700900000
9744,tt2312718,Homefront,100.0,"Action,Thriller",6.5,98549.0,2013-11-27,ORF,20200000.0,22900000
9766,tt2316204,Alien: Covenant,122.0,"Horror,Sci-Fi,Thriller",6.4,226920.0,2017-05-19,Fox,74300000.0,166600000
9770,tt2316411,Enemy,91.0,"Mystery,Thriller",6.9,143250.0,2014-03-14,A24,1000000.0,2400000
9837,tt2321549,The Babadook,94.0,"Drama,Horror",6.8,171411.0,2014-11-28,IFC,964000.0,9300000
9838,tt2322441,Fifty Shades of Grey,125.0,"Drama,Romance,Thriller",4.1,279126.0,2015-02-13,Uni.,166200000.0,404800000
9900,tt2330866,The Thieves,135.0,"Action,Comedy,Crime",6.8,8044.0,2012-10-12,WGUSA,686000.0,82800000
9922,tt2333598,7 Boxes,105.0,"Adventure,Crime,Drama",7.2,4727.0,2014-02-07,BGP,38100.0,267000
9923,tt2333784,The Expendables 3,126.0,"Action,Adventure,Thriller",6.1,156432.0,2014-08-15,LGF,39300000.0,175300000
9924,tt2333804,The Zero Theorem,107.0,"Comedy,Drama,Fantasy",6.1,42082.0,2014-08-19,Ampl.,258000.0,513000
9925,tt2334649,Fruitvale Station,85.0,"Biography,Drama,Romance",7.5,68187.0,2013-07-26,Wein.,16100000.0,1300000
9928,tt2334873,Blue Jasmine,98.0,Drama,7.3,179453.0,2013-07-26,SPC,33400000.0,64099999
9929,tt2334879,White House Down,131.0,"Action,Drama,Thriller",6.4,191791.0,2013-06-28,Sony,73100000.0,132300000
9957,tt2339741,The Woman in Black 2: Angel of Death,98.0,"Drama,Horror,Thriller",4.9,24592.0,2015-01-02,Rela.,26500000.0,22400000
9983,tt2345737,The Rover,103.0,"Action,Crime,Drama",6.4,40576.0,2014-07-18,A24,1100000.0,2100000
10037,tt2704998,Game Night,100.0,"Action,Comedy,Crime",7.0,163279.0,2018-02-23,WB (NL),69200000.0,48500000
10043,tt2357129,Jobs,128.0,"Biography,Drama",5.9,88788.0,2013-08-16,ORF,16100000.0,19800000
10045,tt2357291,Rio 2,101.0,"Adventure,Animation,Comedy",6.3,72209.0,2014-04-11,Fox,131500000.0,368600000
10046,tt2357377,The Berlin File,120.0,"Action,Thriller",6.6,5930.0,2013-02-14,CJ,665000.0,48300000
10056,tt2358891,The Great Beauty,141.0,Drama,7.8,72297.0,2013-11-15,Jan.,2900000.0,18500000
10088,tt2363213,Ragnarok,100.0,"Action,Adventure",5.9,6974.0,2013-11-11,Magn.,1400.0,3700000
10093,tt2363461,The Pyramid,90.0,Horror,3.9,102.0,2014-12-05,Fox,2800000.0,14100000
10103,tt2364841,Runner Runner,88.0,"Crime,Thriller",5.6,58235.0,2013-10-02,Fox,19300000.0,43400000
10121,tt2368254,A Private War,110.0,"Biography,Drama,War",6.7,9882.0,2018-11-16,Aviron,1600000.0,2200000
10135,tt2369135,Need for Speed,132.0,"Action,Crime,Thriller",6.5,154909.0,2014-03-14,BV,43600000.0,159700000
10198,tt2378281,Instructions Not Included,115.0,"Comedy,Drama",7.6,26866.0,2013-08-30,LGF,44500000.0,54600000
10202,tt2378507,The Glass Castle,127.0,"Biography,Drama",7.2,23580.0,2017-08-11,LGF,17300000.0,4600000
10215,tt2379713,Spectre,148.0,"Action,Adventure,Thriller",6.8,352504.0,2015-11-06,Sony,200100000.0,680600000
10224,tt2380331,Words and Pictures,111.0,"Comedy,Drama,Romance",6.6,9280.0,2014-05-23,RAtt.,2200000.0,1200000
10228,tt2381111,Brooklyn,117.0,"Drama,Romance",7.5,117021.0,2015-11-04,FoxS,38300000.0,23800000
10234,tt2381249,Mission: Impossible - Rogue Nation,131.0,"Action,Adventure,Thriller",7.4,311704.0,2015-07-31,Par.,195000000.0,487700000
10249,tt2381991,The Huntsman: Winter's War,114.0,"Action,Adventure,Drama",6.1,87714.0,2016-04-22,Uni.,48400000.0,116600000
10267,tt2385006,Jerusalem,44.0,Documentary,7.3,1056.0,2013-11-16,NGE,8000000.0,1300000
10296,tt2387433,Dark Skies,97.0,"Horror,Sci-Fi,Thriller",6.3,65754.0,2013-02-22,W/Dim.,17400000.0,9000000
10299,tt2387499,Keeping Up with the Joneses,105.0,"Action,Comedy",5.9,51630.0,2016-10-21,Fox,14900000.0,15000000
10302,tt2387559,Delivery Man,105.0,"Comedy,Drama",6.4,70706.0,2013-11-22,BV,30700000.0,19300000
10303,tt2387589,The Girl on the Train,80.0,Thriller,4.4,819.0,2014-07-03,Strand,208000.0,97100
10313,tt2388637,Ain't Them Bodies Saints,96.0,"Crime,Drama,Romance",6.4,19464.0,2013-08-16,IFC,397000.0,635000
10315,tt2388715,Oculus,104.0,"Horror,Mystery",6.5,106906.0,2014-04-03,Rela.,27700000.0,16300000
10328,tt2390361,Enough Said,93.0,"Comedy,Drama,Romance",7.0,55698.0,2013-09-18,FoxS,17600000.0,7700000
10366,tt2395427,Avengers: Age of Ultron,141.0,"Action,Adventure,Sci-Fi",7.3,665594.0,2015-05-01,BV,459000000.0,946400000
10390,tt2398241,Smurfs: The Lost Village,90.0,"Adventure,Animation,Comedy",6.0,15612.0,2017-04-07,Sony,45000000.0,152200000
10423,tt2401878,Anomalisa,90.0,"Animation,Comedy,Drama",7.3,58010.0,2015-12-30,Par.,3800000.0,1900000
10428,tt2402157,The November Man,108.0,"Action,Crime,Thriller",6.3,59293.0,2014-08-27,Rela.,25000000.0,7500000
10436,tt2402927,Carol,118.0,"Drama,Romance",7.2,100680.0,2015-11-20,Wein.,12700000.0,27600000
10453,tt2404233,Gods of Egypt,127.0,"Action,Adventure,Fantasy",5.4,95111.0,2016-02-26,LG/S,31200000.0,119500000
10456,tt2404425,Woman in Gold,109.0,"Biography,Drama,History",7.3,48501.0,2015-04-10,Wein.,33299999.0,28300000
10459,tt2404461,The Past,130.0,"Drama,Mystery",7.8,41191.0,2013-12-19,SPC,1300000.0,9300000
10461,tt2404463,The Heat,117.0,"Action,Comedy,Crime",6.6,153501.0,2013-06-28,Fox,159600000.0,70300000
10472,tt2406252,Venus in Fur,96.0,Drama,7.2,15872.0,2014-06-06,IFC,374000.0,8000000
10475,tt2406566,Atomic Blonde,115.0,"Action,Mystery,Thriller",6.7,150407.0,2017-07-28,Focus,51700000.0,48300000
10575,tt2431286,Philomena,98.0,"Biography,Comedy,Drama",7.6,88704.0,2013-11-27,Wein.,37700000.0,62400000
10593,tt2436386,Project Almanac,106.0,"Drama,Mystery,Sci-Fi",6.4,71500.0,2015-01-30,Par.,22300000.0,10900000
10628,tt2446042,Taken 3,108.0,"Action,Thriller",6.0,165072.0,2015-01-09,Fox,89300000.0,237200000
10643,tt2452042,The Peanuts Movie,88.0,"Adventure,Animation,Comedy",7.1,39149.0,2015-11-01,Fox,130199999.0,116100000
10660,tt2458776,Bears,78.0,Documentary,7.4,5948.0,2014-04-18,BV,17800000.0,3500000
10665,tt2459022,Lost in Thailand,105.0,"Adventure,Comedy,Drama",6.3,2623.0,2013-02-05,WAMCR,57400.0,197700000
10697,tt2465146,And So It Goes,94.0,"Comedy,Drama,Romance",5.8,11597.0,2014-07-25,CE,15200000.0,10200000
10711,tt2473510,Paranormal Activity: The Ghost Dimension,88.0,"Horror,Mystery,Thriller",4.6,22361.0,2015-10-23,Par.,18300000.0,60600000
10713,tt2473682,Paranormal Activity: The Marked Ones,84.0,"Horror,Mystery,Thriller",5.0,37147.0,2014-01-03,Par.,32500000.0,58400000
10718,tt2473794,Mr. Turner,150.0,"Biography,Drama,History",6.8,22661.0,2014-12-19,SPC,4000000.0,18200000
10789,tt2492664,May in the Summer,99.0,"Comedy,Drama",5.6,655.0,2013-01-17,Cohen,22000.0,112000
10800,tt2495212,Loving,105.0,"Drama,Romance",7.1,257.0,2016-11-04,Focus,7800000.0,5200000
10818,tt2503944,Burnt,101.0,"Comedy,Drama",6.6,95988.0,2015-10-23,Wein.,13700000.0,23000000
10852,tt2510894,Hotel Transylvania 2,89.0,"Animation,Comedy,Family",6.7,92905.0,2015-09-25,Sony,169700000.0,305100000
10861,tt2513074,Billy Lynn's Long Halftime Walk,113.0,"Action,Drama,Thriller",6.3,19069.0,2016-11-11,TriS,1700000.0,29200000
10867,tt2515030,Escobar: Paradise Lost,120.0,"Crime,Drama,History",6.5,19419.0,2014-10-11,RTWC,196000.0,3600000
10868,tt2515034,The Gunman,115.0,"Action,Crime,Drama",5.8,36053.0,2015-03-20,ORF,10700000.0,13500000
10933,tt2527336,Star Wars: The Last Jedi,152.0,"Action,Adventure,Fantasy",7.1,462903.0,2017-12-15,BV,620200000.0,712400000
10936,tt2528814,God's Not Dead,113.0,Drama,4.8,38051.0,2014-03-21,Free,60800000.0,3900000
10943,tt2531318,The Beatles: Eight Days a Week - The Touring Years,106.0,"Documentary,Music",7.8,9666.0,2016-09-16,Abr.,2900000.0,9400000
10945,tt2531344,Blockers,102.0,Comedy,6.2,57142.0,2018-04-06,Uni.,60300000.0,33700000
10981,tt2543164,Arrival,116.0,"Drama,Mystery,Sci-Fi",7.9,515483.0,2016-11-11,Par.,100500000.0,102800000
10984,tt2543472,Wonder,113.0,"Drama,Family",8.0,111632.0,2017-11-17,LGF,132400000.0,173500000
11011,tt2547584,The Light Between Oceans,133.0,"Drama,Romance",7.2,46247.0,2016-09-02,BV,12500000.0,13400000
11038,tt2554274,Crimson Peak,119.0,"Drama,Fantasy,Horror",6.5,119287.0,2015-10-16,Uni.,31100000.0,43600000
11050,tt2555736,The Second Best Exotic Marigold Hotel,122.0,"Comedy,Drama",6.6,28931.0,2015-03-06,FoxS,33100000.0,52900000
11058,tt2557490,A Million Ways to Die in the West,116.0,"Comedy,Western",6.1,160534.0,2014-05-30,Uni.,43100000.0,44100000
11073,tt2561572,Get Hard,100.0,"Comedy,Crime",6.0,111187.0,2015-03-27,WB,90400000.0,21400000
11082,tt2567026,Alice Through the Looking Glass,113.0,"Adventure,Family,Fantasy",6.2,79951.0,2016-05-27,BV,77000000.0,222400000
11115,tt3555036,Legend,168.0,"Action,Drama",6.5,1568.0,1986-04-18,Uni.,1900000.0,41100000
11144,tt2582496,Me and Earl and the Dying Girl,105.0,"Comedy,Drama,Romance",7.8,112627.0,2015-06-12,FoxS,6800000.0,2300000
11146,tt2582500,Shut In,91.0,"Drama,Mystery,Thriller",4.7,11030.0,2016-11-11,EC,6900000.0,6200000
11149,tt2582782,Hell or High Water,102.0,"Action,Crime,Drama",7.6,176469.0,2016-08-12,LGF,27000000.0,10900000
11153,tt2582802,Whiplash,106.0,"Drama,Music",8.5,616916.0,2013-01-18,SPC,13100000.0,35900000
11176,tt2592614,Resident Evil: The Final Chapter,107.0,"Action,Horror,Sci-Fi",5.6,74979.0,2017-01-27,SGem,26800000.0,285400000
11221,tt2609912,Kevin Hart: Let Me Explain,75.0,"Comedy,Documentary",6.8,7880.0,2013-07-03,LG/S,32200000.0,74000
11228,tt2614684,'71,99.0,"Action,Drama,Thriller",7.2,46103.0,2015-02-27,RAtt.,1300000.0,355000
11263,tt2626350,Step Up All In,112.0,"Drama,Music,Romance",6.0,30420.0,2014-07-25,LG/S,14900000.0,71300000
11295,tt2637276,Ted 2,115.0,Comedy,6.3,165843.0,2015-06-26,Uni.,81500000.0,135200000
11296,tt2637294,Hot Tub Time Machine 2,93.0,"Comedy,Mystery,Sci-Fi",5.1,34444.0,2015-02-20,Par.,12300000.0,767000
11305,tt2639254,A Little Chaos,112.0,"Drama,Romance",6.5,18290.0,2015-06-26,FCW,558000.0,9500000
11329,tt2649554,Midnight Special,112.0,"Action,Drama,Mystery",6.6,67921.0,2016-03-18,WB,3700000.0,2500000
11359,tt2659190,Just a Sigh,104.0,"Drama,Romance",6.5,878.0,2014-03-21,Distrib.,75500.0,1200000
11363,tt2660118,Split,90.0,"Comedy,Romance,Sport",2.9,557.0,2012-05-24,Uni.,138300000.0,140200000
11385,tt2660888,Star Trek Beyond,122.0,"Action,Adventure,Sci-Fi",7.1,209844.0,2016-07-22,Par.,158800000.0,184600000
11407,tt2671706,Fences,139.0,Drama,7.2,86749.0,2016-12-16,Par.,57700000.0,6700000
11418,tt2674426,Me Before You,106.0,"Drama,Romance",7.4,174567.0,2016-06-03,WB (NL),56200000.0,152100000
11427,tt2679042,Hitman: Agent 47,96.0,"Action,Adventure,Crime",5.7,80510.0,2015-08-21,Fox,22500000.0,59900000
11434,tt2690138,The D Train,101.0,"Comedy,Drama",5.0,10066.0,2011-01-01,IFC,673000.0,102000
11443,tt2692250,Night at the Museum: Secret of the Tomb,98.0,"Adventure,Comedy,Family",6.2,93103.0,2014-12-19,Fox,113700000.0,249500000
11456,tt2702724,The Boss,99.0,Comedy,5.4,39096.0,2016-04-08,Uni.,63300000.0,15600000
11472,tt2707858,Yves Saint Laurent,106.0,"Biography,Drama",6.2,10311.0,2014-06-25,Wein.,724000.0,20300000
11487,tt2709768,The Secret Life of Pets,87.0,"Adventure,Animation,Comedy",6.5,161997.0,2016-07-08,Uni.,368400000.0,507100000
11512,tt2717822,Blackhat,133.0,"Action,Crime,Thriller",5.4,48427.0,2015-01-16,Uni.,8000000.0,11600000
11513,tt2717860,The Riot Club,107.0,"Drama,Thriller",6.0,19706.0,2015-03-27,IFC,7700.0,2100000
11550,tt2726560,The Longest Ride,123.0,"Drama,Romance",7.1,70327.0,2015-04-10,Fox,37400000.0,25500000
11572,tt2737050,"Two Days, One Night",95.0,Drama,7.3,41288.0,2014-12-24,IFC,1400000.0,5400000
11599,tt2752758,Devil's Due,89.0,"Horror,Mystery,Thriller",4.1,15502.0,2014-01-17,Fox,15800000.0,21100000
11600,tt2752772,Sinister 2,97.0,"Horror,Mystery,Thriller",5.3,41782.0,2015-08-21,Focus,27700000.0,25100000
11628,tt2771372,Veronica Mars,107.0,"Crime,Drama,Mystery",6.8,46751.0,2014-03-14,WB,3300000.0,195000
11659,tt2784678,Top Five,102.0,"Comedy,Romance",6.4,24744.0,2014-12-12,Par.,25300000.0,800000
11681,tt2790236,Beloved Sisters,138.0,"Drama,History,Romance",6.1,1284.0,2014-09-30,MBox,54000.0,2200000
11708,tt2800050,A Beautiful Planet,46.0,Documentary,7.4,893.0,2016-04-29,Imax,15500000.0,9400000
11715,tt2802144,Kingsman: The Secret Service,129.0,"Action,Adventure,Comedy",7.7,544510.0,2015-02-13,Fox,128300000.0,286100000
11749,tt2820852,Furious 7,137.0,"Action,Crime,Thriller",7.2,335074.0,2015-04-03,Uni.,353000000.0,"1,163.0"
11758,tt2823054,Mike and Dave Need Wedding Dates,98.0,"Adventure,Comedy,Romance",6.0,74849.0,2016-07-08,Fox,46000000.0,31100000
11779,tt2828840,Fists of Legend,154.0,Action,6.9,966.0,2013-04-12,CJ,134000.0,5300000
11783,tt2828996,A Haunted House 2,86.0,"Comedy,Fantasy",4.7,18085.0,2014-04-18,ORF,17300000.0,6600000
11810,tt2848292,Pitch Perfect 2,115.0,"Comedy,Music",6.4,130692.0,2015-05-15,Uni.,184300000.0,103200000
11844,tt2869728,Ride Along 2,102.0,"Action,Comedy,Crime",5.9,48688.0,2016-01-15,Uni.,91200000.0,33400000
11846,tt2870708,Wish I Was Here,106.0,"Comedy,Drama",6.7,34907.0,2014-01-18,Focus,3600000.0,1900000
11847,tt2870756,Magic in the Moonlight,97.0,"Comedy,Romance",6.6,59054.0,2014-07-25,SPC,10500000.0,40500000
11852,tt2872518,The Shack,132.0,"Drama,Fantasy",6.3,26065.0,2017-03-03,LG/S,57400000.0,39600000
11853,tt2872718,Nightcrawler,117.0,"Crime,Drama,Thriller",7.9,404476.0,2014-10-31,ORF,32400000.0,6300000
11855,tt2872732,Lucy,89.0,"Action,Sci-Fi,Thriller",6.4,403194.0,2014-07-25,Uni.,126700000.0,336700000
11857,tt2872750,Shaun the Sheep Movie,85.0,"Adventure,Animation,Comedy",7.4,32935.0,2015-08-05,LGF,19400000.0,86800000
11861,tt2873282,Red Sparrow,140.0,"Action,Drama,Thriller",6.6,136738.0,2018-03-02,Fox,46900000.0,104700000
11878,tt2883512,Chef,114.0,"Adventure,Comedy,Drama",7.3,173270.0,2014-05-09,ORF,31400000.0,14500000
11884,tt2888046,Ip Man 3,105.0,"Action,Biography,Drama",7.1,38637.0,2016-01-22,WGUSA,2700000.0,154200000
11927,tt2909116,Wolf Totem,121.0,"Adventure,Drama",6.7,5039.0,2015-09-11,Sony,211000.0,125600000
11940,tt2911666,John Wick,101.0,"Action,Crime,Thriller",7.4,449942.0,2014-10-24,LG/S,43000000.0,45700000
